emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_name
258643,Przemyslawa,Esposito,1/11/1965,2/27/1992,1/1/9999,Senior Engineer,Development
258470,Weiwu,Butner,1/4/1965,2/14/1995,1/1/9999,Staff,Sales
258376,Jaber,Falco,1/5/1965,10/1/1995,10/11/1995,Engineer,Development
258363,Tayeb,Veevers,1/17/1965,10/10/1986,5/24/1991,Staff,Research
258124,Mariusz,Zolotykh,1/17/1965,7/28/1990,1/1/9999,Senior Staff,Sales
258028,Mountaz,Reinhart,1/7/1965,7/3/2001,1/1/9999,Engineer,Research
257799,Sushant,Riefers,1/26/1965,12/5/1987,1/8/1998,Senior Engineer,Development
257624,Adhemar,Dalphin,1/16/1965,6/2/1990,8/26/2000,Staff,Human Resources
257484,Shaowei,Nicolson,1/1/1965,12/7/1986,1/1/9999,Staff,Human Resources
257469,Anyuan,Hanratty,1/22/1965,1/6/1988,1/1/9999,Staff,Finance
257378,Pascal,Bernatsky,1/6/1965,9/3/1988,1/1/9999,Staff,Marketing
257062,Stabislas,Pardalos,1/24/1965,6/21/1989,1/1/9999,Senior Engineer,Development
256888,Heather,Pehl,1/3/1965,9/15/1993,1/1/9999,Staff,Marketing
256881,Ioana,Jakobus,1/3/1965,8/10/1990,1/1/9999,Engineer,Development
256856,Hongzue,Barbanera,1/3/1965,6/17/1987,1/1/9999,Staff,Human Resources
256837,Bezalel,Jording,1/10/1965,1/16/1991,11/19/1998,Staff,Customer Service
256216,Halsur,Brodal,1/1/1965,11/22/1997,1/1/9999,Engineer,Production
256078,Duke,Picaronny,1/20/1965,3/23/1995,4/5/1995,Staff,Finance
255779,Heejo,Merle,1/31/1965,9/4/1997,1/1/9999,Technique Leader,Production
255657,Oldrich,Cyre,1/20/1965,2/10/1985,1/1/9999,Senior Engineer,Development
255466,Huan,Roccetti,1/18/1965,7/3/1985,1/1/9999,Senior Engineer,Production
254916,Serenella,Couchot,1/31/1965,1/25/2001,4/13/2001,Senior Staff,Marketing
254821,Tonny,Couchot,1/24/1965,12/12/1994,1/1/9999,Staff,Sales
254787,Mohan,Chepyzhov,1/3/1965,4/6/1995,5/26/1996,Senior Engineer,Production
254591,Mamdouh,Lodder,1/8/1965,3/23/1986,12/9/1991,Staff,Sales
254399,Armond,Lores,1/24/1965,9/16/1999,1/1/9999,Technique Leader,Production
254044,Gunilla,Brendel,1/16/1965,4/10/1992,1/1/9999,Engineer,Quality Management
253893,Huiqun,Trystram,1/4/1965,5/10/1993,1/1/9999,Senior Engineer,Production
253838,Stafford,Terlouw,1/28/1965,2/21/1999,1/1/9999,Assistant Engineer,Production
253707,Insup,Hainaut,1/5/1965,2/11/1998,1/1/9999,Staff,Sales
253029,Thodoros,Thimonier,1/13/1965,4/5/1995,1/1/9999,Engineer,Quality Management
252592,Sachem,McDermid,1/12/1965,4/30/1987,12/2/1987,Senior Engineer,Development
252392,Sanjeeva,Peron,1/1/1965,12/26/1993,1/1/9999,Engineer,Production
252318,Keung,Simmel,1/30/1965,11/17/1995,6/24/2002,Technique Leader,Development
252316,Gill,Niizuma,1/7/1965,10/8/1994,1/1/9999,Senior Engineer,Development
252241,Zito,Alvarado,1/15/1965,7/7/1986,9/18/2000,Senior Staff,Human Resources
252185,Chaosheng,Conta,1/1/1965,4/14/1997,1/1/9999,Assistant Engineer,Quality Management
251814,Mitsuyuki,Zockler,1/1/1965,9/14/1998,1/1/9999,Technique Leader,Production
251680,Moty,Sommen,1/5/1965,8/14/1990,1/1/9999,Senior Engineer,Development
251645,Bezalel,Tsunoo,1/6/1965,6/17/1992,1/1/9999,Senior Staff,Sales
251437,Shichao,Iwayama,1/20/1965,10/17/1989,1/1/9999,Assistant Engineer,Development
251403,Utpal,DuBourdieux,1/1/1965,11/19/1997,1/1/9999,Technique Leader,Development
251341,Divier,Kumaresan,1/11/1965,12/5/1992,1/1/9999,Staff,Human Resources
251301,Pintsang,Impagliazzo,1/30/1965,5/6/1989,1/1/9999,Senior Staff,Sales
251233,Yucel,Bernini,1/7/1965,2/19/1993,1/1/9999,Engineer,Production
251166,Hinrich,Hooghiemstra,1/22/1965,10/5/1985,1/1/9999,Senior Staff,Finance
250748,Kish,Turnbull,1/27/1965,2/10/1987,1/1/9999,Engineer,Development
250452,Alexius,Plavsic,1/14/1965,1/17/2000,1/1/9999,Senior Engineer,Development
250411,Ranga,Sommen,1/27/1965,1/20/1989,1/1/9999,Staff,Sales
249969,Georgi,Luiz,1/21/1965,6/10/1991,1/1/9999,Senior Engineer,Production
249866,Steen,Gubsky,1/15/1965,1/14/1989,1/1/9999,Senior Staff,Sales
249799,Jolita,Neimat,1/4/1965,12/27/1993,1/1/9999,Engineer,Development
249780,Nechama,Gaughan,1/12/1965,7/9/1993,1/1/9999,Assistant Engineer,Customer Service
249504,Dmitry,Velardi,1/7/1965,10/20/1995,1/1/9999,Engineer,Research
249451,Gopalakrishnan,Pehl,1/6/1965,3/15/1995,6/10/2001,Engineer,Development
249433,Ayonca,Matzov,1/16/1965,6/3/1988,1/1/9999,Engineer,Production
249325,Ute,Pokrovskii,1/26/1965,6/9/1997,1/1/9999,Staff,Sales
249239,Hideyuki,Decleir,1/21/1965,5/4/1994,1/1/9999,Senior Engineer,Development
248953,Percy,Sudbeck,1/29/1965,8/29/1996,1/1/9999,Assistant Engineer,Production
248758,Snehasis,Muhlberg,2/1/1965,7/16/1991,12/25/1994,Senior Staff,Sales
248351,Jaana,Milicia,2/1/1965,6/2/1985,1/1/9999,Senior Staff,Marketing
248256,Sajjan,Falby,1/5/1965,8/29/1996,1/1/9999,Staff,Sales
248094,Valeska,Lupu,1/31/1965,9/21/1998,4/6/2002,Staff,Sales
247888,Abdelghani,Lagarias,1/15/1965,9/6/1985,1/1/9999,Engineer,Quality Management
247875,Xiong,Anick,1/2/1965,4/23/1991,1/1/9999,Senior Staff,Marketing
247612,Chiranjit,Constantine,1/4/1965,5/25/1997,1/1/9999,Engineer,Development
247456,Masako,Bahk,1/16/1965,7/31/1997,1/1/9999,Engineer,Production
247447,Tzu,Bakhtari,1/28/1965,3/18/1994,1/1/9999,Senior Engineer,Production
247122,Xiaobin,Narlikar,1/23/1965,2/14/1992,1/1/9999,Staff,Human Resources
247089,Seongbae,Schahn,1/17/1965,12/10/1992,1/1/9999,Staff,Sales
246902,Shih,Shanbhogue,1/27/1965,4/19/1998,1/1/9999,Staff,Human Resources
246798,Tianruo,Strooper,1/9/1965,12/7/2001,1/1/9999,Senior Staff,Marketing
246764,Shuzo,Czaja,1/4/1965,11/29/1997,1/1/9999,Staff,Sales
246364,Alper,Tiemann,1/6/1965,10/29/1998,1/1/9999,Engineer,Development
246244,George,Casperson,1/9/1965,1/20/2000,1/1/9999,Staff,Human Resources
246146,Zhongwei,Melski,1/30/1965,9/4/1987,1/1/9999,Senior Engineer,Quality Management
245664,Manohar,Kilgore,1/18/1965,11/17/1998,1/1/9999,Staff,Sales
245396,Gift,Bottner,1/31/1965,3/4/1995,1/1/9999,Senior Staff,Human Resources
245164,Filipp,Winter,1/23/1965,10/24/1996,1/1/9999,Senior Engineer,Production
244873,Arunachalam,Oppitz,1/4/1965,5/20/1986,1/1/9999,Staff,Sales
244820,Shigenori,Hertweck,1/15/1965,4/13/1987,1/1/9999,Senior Engineer,Development
244714,Poorav,Clouatre,1/27/1965,5/6/1996,1/1/9999,Senior Engineer,Production
244711,Rosli,Butner,1/25/1965,3/20/1991,1/1/9999,Engineer,Production
244624,Boaz,Seuren,1/31/1965,3/27/1987,1/1/9999,Senior Staff,Research
244605,Masoud,Suwa,1/22/1965,11/25/1989,10/10/1998,Senior Staff,Human Resources
244308,Mokhtar,Rebaine,1/10/1965,7/23/1991,1/1/9999,Senior Staff,Marketing
243898,Arch,Basawa,1/9/1965,5/10/1998,1/1/9999,Staff,Marketing
243637,Marjo,Delgrange,1/16/1965,6/24/1990,1/1/9999,Senior Staff,Marketing
243576,Abdulah,Lodder,1/4/1965,11/10/1996,1/1/9999,Staff,Sales
243077,Kazunori,Perz,2/1/1965,2/25/1999,1/1/9999,Senior Engineer,Production
243018,Bowen,Deverell,1/2/1965,12/27/1998,1/1/9999,Senior Staff,Marketing
242867,Paddy,Nittel,1/4/1965,11/10/1999,4/14/2000,Engineer,Development
242800,Kazuyasu,Levergood,1/11/1965,2/10/1996,1/1/9999,Engineer,Development
242611,Frazer,Flanders,1/18/1965,8/25/1995,9/25/2000,Engineer,Production
242500,Bingning,Iisaku,1/8/1965,6/26/1989,1/1/9999,Staff,Sales
242314,Miyeon,Burnard,1/11/1965,2/7/1985,12/13/1985,Engineer,Production
242237,Hidde,Papsdorf,1/21/1965,11/7/1998,11/23/1998,Senior Staff,Sales
242104,Richara,Sudkamp,1/5/1965,9/5/1989,1/1/9999,Staff,Marketing
242081,Tomokazu,Pargas,1/12/1965,11/15/1996,1/1/9999,Engineer,Production
242019,Herb,Murrill,1/9/1965,9/27/1999,10/28/2001,Senior Engineer,Development
241952,Maya,Anandan,1/20/1965,6/28/1996,11/7/1997,Staff,Sales
241917,Wuxu,Poupard,2/1/1965,2/15/1994,9/25/1995,Staff,Sales
241872,Bluma,Fetvedt,1/11/1965,2/3/1992,11/14/2001,Senior Staff,Customer Service
241728,Limsoon,Boudaillier,1/30/1965,8/8/1999,1/1/9999,Senior Engineer,Customer Service
241667,Atilio,Olivero,1/28/1965,9/4/1985,1/1/9999,Engineer,Production
241567,Emran,Miara,1/18/1965,5/2/1989,1/1/9999,Senior Engineer,Development
241292,Uri,Lampe,1/29/1965,12/11/2001,1/1/9999,Senior Staff,Customer Service
241254,Jagoda,Anguita,1/15/1965,5/11/1993,1/1/9999,Senior Engineer,Development
241100,Cedric,Molenaar,1/23/1965,10/6/1990,1/1/9999,Engineer,Development
240870,Francesca,Chorvat,1/6/1965,3/3/1985,3/17/1992,Staff,Research
240438,Temple,Cyre,1/2/1965,9/30/1992,1/1/9999,Staff,Customer Service
240340,Mack,Staylopatis,1/14/1965,4/2/1985,1/1/9999,Engineer,Production
240285,Kolar,Greenaway,1/23/1965,11/14/1998,1/1/9999,Staff,Customer Service
240253,Shrikanth,Ramaiah,1/16/1965,5/12/1995,10/15/2000,Engineer,Production
240236,TRUE,Tischendorf,1/24/1965,1/19/1986,1/1/9999,Engineer,Production
240132,Mizuhito,Kobara,2/1/1965,8/9/1996,1/1/9999,Staff,Customer Service
240011,Heather,Luef,1/27/1965,2/24/1989,7/14/1992,Technique Leader,Production
239803,Oscal,Ernst,1/30/1965,5/19/1992,1/1/9999,Staff,Research
239748,Bilhanan,Dusink,1/23/1965,6/4/1988,1/1/9999,Staff,Sales
239706,Arunas,Bugrara,1/15/1965,4/3/1997,1/1/9999,Assistant Engineer,Production
239664,Sugwoo,Michaels,1/4/1965,8/2/1992,1/1/9999,Senior Engineer,Production
239581,Guangming,Marquardt,1/18/1965,6/6/1997,3/21/2001,Staff,Sales
239426,Vesna,Fairtlough,1/8/1965,5/7/2002,1/1/9999,Engineer,Research
239415,Susumu,Brender,1/1/1965,4/17/1993,1/1/9999,Senior Engineer,Production
239244,Abdulla,Kitai,1/13/1965,2/20/1987,1/1/9999,Staff,Sales
239067,Tadahiko,Pocchiola,1/11/1965,4/2/1996,1/1/9999,Staff,Sales
238949,Minghong,Cronin,1/9/1965,10/4/1987,1/1/9999,Senior Staff,Sales
238422,Vishv,Angelov,1/10/1965,3/8/1988,1/1/9999,Staff,Sales
238252,Uno,Suppi,1/9/1965,12/27/1996,1/1/9999,Staff,Sales
238112,Miomir,Frezza,1/12/1965,5/25/1991,1/1/9999,Technique Leader,Production
237590,Annemarie,Irland,1/25/1965,7/30/1991,9/4/1996,Staff,Research
237400,Guadalupe,Perri,1/24/1965,6/27/1996,8/21/1999,Technique Leader,Production
237289,Brendon,Fritzsche,1/24/1965,1/19/1998,12/18/1999,Staff,Marketing
236964,Adel,Foote,1/17/1965,3/20/2000,1/1/9999,Staff,Customer Service
236883,Huan,Olivero,1/27/1965,11/19/1999,1/1/9999,Staff,Sales
236827,Almudena,Rijckaert,1/28/1965,2/16/1994,1/1/9999,Senior Engineer,Development
236591,Insup,Reinhard,1/11/1965,4/8/1985,1/1/9999,Staff,Marketing
236566,Yechezkel,Maginnis,1/17/1965,12/11/1992,1/1/9999,Senior Staff,Customer Service
236559,Berna,Nanard,1/20/1965,8/20/1989,3/18/1991,Senior Engineer,Production
236315,IEEE,Raczkowsky,1/31/1965,7/24/1996,1/1/9999,Technique Leader,Development
235793,Jayesh,Spinelli,1/3/1965,1/16/1999,1/1/9999,Senior Engineer,Quality Management
235780,Sampalli,Bergere,1/17/1965,4/8/1994,1/1/9999,Senior Engineer,Production
235729,Henk,Anger,2/1/1965,1/19/1993,1/1/9999,Staff,Marketing
235546,Tianruo,Speer,1/17/1965,10/30/1985,3/26/1989,Staff,Sales
235458,Gio,Heuser,1/5/1965,6/28/1992,1/1/9999,Senior Staff,Research
235368,Anneli,Joslin,1/9/1965,4/12/1987,1/1/9999,Senior Engineer,Production
235325,Gro,Prochazka,1/6/1965,10/16/1992,1/1/9999,Senior Engineer,Development
235269,Keiichiro,Feldmann,1/31/1965,12/20/1997,12/30/1998,Staff,Research
235096,Sverrir,Gyimothy,1/21/1965,7/30/1995,1/1/9999,Senior Staff,Customer Service
235017,Irena,Dratva,1/17/1965,9/7/1991,1/1/9999,Staff,Sales
234739,Foong,Aamodt,1/31/1965,6/28/1986,1/1/9999,Senior Engineer,Production
234278,Tzu,Impagliazzo,1/20/1965,11/14/1990,12/5/1993,Staff,Finance
234195,Luerbio,Terkki,1/7/1965,5/14/1991,1/1/9999,Senior Staff,Sales
233818,Kellie,Heydon,1/1/1965,11/11/1985,1/1/9999,Senior Engineer,Development
233785,Baziley,Ballarin,1/30/1965,7/28/1987,1/1/9999,Staff,Sales
233765,Kotesh,Chachaty,1/20/1965,3/25/1991,1/1/9999,Senior Engineer,Development
233759,Zissis,Lodder,1/14/1965,5/27/2000,1/1/9999,Engineer,Customer Service
233690,Cedric,Riefers,1/17/1965,9/8/1994,1/1/9999,Engineer,Development
233533,Seongbae,Sluis,1/10/1965,9/22/1988,6/10/1997,Senior Staff,Customer Service
233426,Etsuo,Usery,1/12/1965,3/2/1995,1/1/9999,Senior Engineer,Development
233397,Fay,Sundgren,1/16/1965,7/7/1990,1/1/9999,Senior Staff,Sales
233394,Khalid,Lenart,1/6/1965,12/24/1995,1/1/9999,Engineer,Development
233247,Murthy,Angiulli,1/18/1965,8/2/1986,7/21/1998,Engineer,Production
233114,Alselm,Gargeya,1/20/1965,12/25/1987,1/1/9999,Senior Engineer,Development
232723,Tesuya,Bugrara,1/14/1965,2/13/1993,1/1/9999,Engineer,Quality Management
232697,Barry,Ramsak,1/23/1965,9/7/1990,1/1/9999,Engineer,Production
232496,Peternela,Klerer,1/31/1965,6/6/1986,6/8/1994,Staff,Human Resources
232458,Nikolaus,Yetto,1/4/1965,9/22/1990,8/22/1992,Staff,Marketing
232209,Nitsan,Rouquie,1/11/1965,8/1/1988,1/1/9999,Senior Engineer,Quality Management
232178,Etsuo,Anandan,1/29/1965,12/13/1989,1/1/9999,Senior Staff,Human Resources
231798,Goetz,Alvarado,1/28/1965,12/25/1988,1/1/9999,Senior Engineer,Development
231671,Chandrasekaran,Pearson,1/7/1965,4/14/1995,1/1/9999,Staff,Customer Service
231459,Nectarios,Pramanik,1/28/1965,11/18/1999,1/1/9999,Assistant Engineer,Production
231069,Trygve,Siksek,1/22/1965,11/9/1995,1/1/9999,Staff,Sales
231043,Torsten,Slobodova,1/1/1965,7/20/1992,4/1/2000,Assistant Engineer,Development
230865,Takushi,Brattka,1/2/1965,6/3/1999,1/1/9999,Staff,Marketing
230821,Toshiki,Raney,1/20/1965,7/3/1997,3/21/2000,Staff,Finance
230689,Dietrich,Crabtree,1/14/1965,5/24/1986,1/1/9999,Senior Staff,Sales
230579,Shahar,Negoita,1/17/1965,3/19/1994,1/1/9999,Staff,Finance
230498,Kolar,Puppo,1/15/1965,4/25/1990,1/1/9999,Senior Engineer,Production
230354,Yinghua,Lorho,1/31/1965,8/9/1991,1/1/9999,Senior Staff,Human Resources
230287,Renny,Alameldin,1/14/1965,9/28/1997,1/1/9999,Assistant Engineer,Production
230126,Bezalel,Radivojevic,1/31/1965,7/2/1988,1/1/9999,Senior Staff,Customer Service
230002,Tadahiro,Backhouse,1/7/1965,10/2/1991,1/1/9999,Senior Engineer,Development
229981,Jamaludin,Fordan,1/19/1965,2/6/1992,1/1/9999,Engineer,Production
229727,Ewing,Millington,1/23/1965,9/28/1999,1/1/9999,Engineer,Development
229690,Mokhtar,Sherertz,1/8/1965,6/9/1988,11/8/1995,Senior Staff,Sales
229547,Moni,Schach,1/3/1965,7/4/1986,1/1/9999,Senior Staff,Sales
229404,Gilbert,Kilgour,1/11/1965,4/5/1996,1/1/9999,Staff,Human Resources
229391,Paloma,Henseler,1/15/1965,6/11/1991,1/1/9999,Senior Engineer,Production
229386,Pohua,Tasistro,1/3/1965,6/2/1989,11/4/1994,Technique Leader,Production
229364,Dulce,Magliocco,1/7/1965,2/13/1987,2/23/1987,Staff,Sales
229352,Kwangho,Petereit,1/7/1965,8/10/1999,5/6/2000,Engineer,Production
229248,Harjit,Terekhov,1/27/1965,10/19/1995,1/1/9999,Staff,Research
229220,Fabrizio,Lichtman,1/21/1965,2/9/1987,1/1/9999,Engineer,Production
229207,Filipe,Erol,1/30/1965,7/11/1997,8/15/1999,Senior Engineer,Development
229098,Berry,Yurek,1/8/1965,8/16/1995,1/1/9999,Senior Staff,Customer Service
228766,Nahla,Smailagic,1/11/1965,11/22/1991,2/12/1993,Engineer,Development
228575,Takanari,Pelc,1/3/1965,8/18/1990,9/25/1992,Engineer,Development
228554,Bilhanan,Brendel,1/3/1965,12/23/1990,1/1/9999,Senior Staff,Sales
228248,Yuriy,Plump,1/9/1965,9/8/1988,1/1/9999,Staff,Research
228098,IEEE,Kroll,1/18/1965,5/10/1997,2/17/1998,Engineer,Production
227901,Francesca,Azuma,1/26/1965,6/8/1996,1/1/9999,Staff,Research
227899,Garnik,Luce,1/23/1965,9/15/1998,1/1/9999,Staff,Marketing
227681,Mikhail,Rousseau,1/30/1965,11/30/1998,1/1/9999,Staff,Finance
227476,Macha,Schnabel,1/11/1965,5/11/1988,1/1/9999,Engineer,Development
227354,Gio,Murtha,1/12/1965,11/11/1986,1/1/9999,Senior Engineer,Development
226227,Herbert,Erva,1/7/1965,9/6/1986,1/1/9999,Senior Engineer,Production
226216,Giordano,Gini,1/28/1965,8/14/1993,1/1/9999,Technique Leader,Quality Management
225964,Mooi,Cooman,1/19/1965,6/7/1989,1/1/9999,Engineer,Production
225867,Ramalingam,Remmele,1/26/1965,9/3/1999,1/1/9999,Senior Engineer,Quality Management
225788,Ipke,Kieras,1/8/1965,12/18/1995,1/1/9999,Engineer,Development
225601,Masasuke,Genin,1/13/1965,6/25/1994,1/1/9999,Assistant Engineer,Development
225438,Remmert,Quaggetto,1/14/1965,4/28/1992,1/1/9999,Staff,Sales
224934,George,Miake,1/5/1965,1/2/1988,1/1/9999,Staff,Human Resources
224390,TRUE,Shobatake,1/24/1965,5/17/1996,1/1/9999,Senior Staff,Research
224335,Perry,Chachaty,1/29/1965,7/22/1985,1/1/9999,Engineer,Development
224135,Annemarie,Bressoud,1/2/1965,6/23/1998,1/1/9999,Engineer,Development
223595,Chiranjit,Dredge,2/1/1965,9/5/1999,1/1/9999,Technique Leader,Production
223593,Hidefumi,Moehrke,1/20/1965,3/4/1998,1/1/9999,Staff,Marketing
222998,Leaf,Awdeh,1/7/1965,2/20/1985,10/2/1992,Senior Staff,Human Resources
222952,Gopalakrishnan,Suermann,1/28/1965,4/30/1991,1/1/9999,Engineer,Production
222926,Limsoon,Erol,1/10/1965,12/31/1997,1/1/9999,Senior Engineer,Development
222878,Annemarie,Zallocco,1/10/1965,12/1/1996,1/1/9999,Engineer,Production
222770,Kazuhiko,Kushner,1/22/1965,8/1/1995,1/1/9999,Senior Engineer,Development
222701,Lein,Delaune,1/24/1965,6/30/1990,9/14/1991,Senior Staff,Sales
222616,Badri,Schapire,2/1/1965,1/19/1998,1/1/9999,Assistant Engineer,Quality Management
222354,Valdiodio,Schlumberger,1/15/1965,8/7/1993,1/1/9999,Assistant Engineer,Development
222319,Matt,Chvatal,1/20/1965,11/9/1994,1/1/9999,Senior Engineer,Development
222311,Miyeon,Billingsley,1/20/1965,12/5/1992,1/1/9999,Senior Engineer,Development
222206,Stein,Uludag,1/21/1965,1/30/1988,1/1/9999,Staff,Human Resources
221973,Sangeeta,Kalefeld,1/17/1965,6/6/1990,1/1/9999,Senior Staff,Marketing
221699,Szabolcs,Georgatos,1/15/1965,8/16/1999,2/6/2000,Engineer,Development
221435,Djenana,Marrevee,1/6/1965,2/6/1994,1/1/9999,Engineer,Production
221369,Abdulah,Pocchiola,1/28/1965,8/28/1996,1/1/9999,Engineer,Quality Management
221367,Saddek,Farris,1/13/1965,11/6/1990,1/1/9999,Senior Staff,Customer Service
221126,Tesuya,dAstous,1/23/1965,11/29/1988,1/1/9999,Engineer,Development
220799,Perla,Orlowska,1/17/1965,10/13/1998,1/1/9999,Senior Engineer,Research
220699,Nahid,Gyimothy,1/7/1965,8/18/1995,1/1/9999,Staff,Customer Service
220625,Shigenori,Deville,1/25/1965,12/24/1992,1/1/9999,Technique Leader,Production
220611,Yuping,Babb,1/23/1965,1/31/1995,1/1/9999,Staff,Sales
220582,Poornachandra,Zielinski,1/8/1965,2/13/1996,1/1/9999,Staff,Marketing
220528,Sibyl,Rabehasaina,1/6/1965,2/23/1998,1/1/9999,Senior Staff,Research
220418,Poorav,Laventhal,1/23/1965,8/16/1997,1/1/9999,Staff,Sales
220131,Reinhard,Slaats,1/9/1965,6/8/1994,1/1/9999,Engineer,Development
220029,Demos,Asser,1/17/1965,11/4/1985,1/1/9999,Senior Engineer,Development
219967,Susanna,Reeken,1/16/1965,3/16/1998,1/1/9999,Senior Staff,Human Resources
219497,Moie,Zastre,1/22/1965,10/11/1991,1/1/9999,Technique Leader,Development
219417,Subhrajyoti,Denna,1/29/1965,7/25/1996,1/1/9999,Staff,Research
219052,Marsal,Acton,1/6/1965,8/2/1995,1/1/9999,Staff,Marketing
219047,Aemilian,Kusalik,1/30/1965,5/27/1987,1/1/9999,Engineer,Development
219035,Kristine,Bierman,1/18/1965,5/13/1988,1/1/9999,Technique Leader,Quality Management
218831,Unal,DuBourdieux,1/16/1965,3/13/1996,1/1/9999,Engineer,Production
218829,Eckart,Foong,1/17/1965,11/26/1989,1/28/1996,Staff,Marketing
218299,Almudena,Genin,1/9/1965,9/26/1986,11/6/2001,Senior Staff,Human Resources
218100,Jiong,Garnham,1/24/1965,1/2/1990,1/1/9999,Senior Staff,Human Resources
218022,Mokhtar,Poupard,1/26/1965,2/2/1992,1/1/9999,Technique Leader,Development
217800,Shay,Servieres,2/1/1965,8/6/1998,1/1/9999,Senior Staff,Finance
217551,Panayotis,Lukaszewicz,1/2/1965,6/6/1989,1/1/9999,Senior Engineer,Production
217387,Jianhao,Molenaar,1/21/1965,10/22/1987,1/1/9999,Engineer,Development
217363,Horward,Marzano,1/14/1965,4/11/1996,1/1/9999,Staff,Customer Service
217320,Abdelwaheb,Denis,1/10/1965,9/10/1993,1/1/9999,Engineer,Quality Management
217286,Yannik,Spelt,1/5/1965,9/22/1992,1/1/9999,Technique Leader,Development
217272,Yuchang,Eldridge,1/21/1965,8/1/1986,1/1/9999,Senior Staff,Sales
217080,Masami,Puoti,1/12/1965,1/21/2000,1/1/9999,Senior Engineer,Development
217026,Otmar,Engberts,1/11/1965,8/16/1993,1/1/9999,Senior Staff,Sales
216921,Lena,Lenart,1/22/1965,12/25/1990,1/1/9999,Staff,Sales
216573,Ashish,Vidya,1/29/1965,6/16/1989,1/1/9999,Senior Engineer,Production
216502,Xiaocheng,Suermann,1/26/1965,12/15/1997,1/1/9999,Engineer,Development
216375,Byong,Gustavson,1/16/1965,3/12/1985,1/1/9999,Senior Engineer,Development
216342,Aiichiro,Cromarty,1/22/1965,6/10/1995,1/1/9999,Senior Engineer,Development
216246,Francoise,Rullman,1/21/1965,12/30/1997,1/12/2000,Staff,Marketing
216062,Shuichi,Anick,1/22/1965,11/24/1985,10/26/1999,Engineer,Development
216054,Sahrah,Angiulli,1/24/1965,7/31/1986,1/1/9999,Staff,Research
215843,Pramod,Loncour,1/30/1965,3/31/1987,1/1/9999,Staff,Marketing
215746,Sven,Speer,1/8/1965,7/8/1999,1/1/9999,Staff,Finance
215629,Munehiro,Manders,1/15/1965,5/18/1987,1/1/9999,Staff,Customer Service
215419,Flemming,Kroha,1/16/1965,1/23/1995,1/1/9999,Staff,Human Resources
214995,Dinkar,Hoppenstand,1/12/1965,5/4/1994,1/1/9999,Engineer,Production
214866,Gopalakrishnan,Angel,2/1/1965,7/5/1997,1/1/9999,Senior Engineer,Development
214807,Prasadram,Qiwen,1/13/1965,9/4/1992,11/25/1997,Engineer,Quality Management
214789,Arfst,Chepyzhov,1/28/1965,2/6/1989,1/1/9999,Engineer,Production
214634,Shirish,Vickson,1/12/1965,10/24/1989,1/1/9999,Engineer,Development
214539,Ingmar,Kohling,1/27/1965,4/25/1995,1/1/9999,Engineer,Development
214427,Peer,Molberg,1/29/1965,11/17/1996,1/1/9999,Engineer,Production
214391,Rayond,Klassen,1/15/1965,9/11/1993,1/1/9999,Staff,Customer Service
214215,Xiaoqiang,Cardazo,1/25/1965,5/28/1993,1/1/9999,Senior Staff,Sales
214184,Sivanarayana,Ranka,1/11/1965,10/25/1999,5/3/2001,Engineer,Development
213447,Armond,Perly,2/1/1965,9/14/1989,1/1/9999,Engineer,Production
213384,Pranas,Narwekar,1/4/1965,9/26/1985,1/1/9999,Engineer,Development
213140,Tru,Danecki,1/10/1965,3/31/1997,1/1/9999,Staff,Sales
213016,Yongmao,Fontan,1/22/1965,7/26/1993,1/1/9999,Senior Engineer,Development
212810,Qingxiang,Swan,1/16/1965,10/4/1990,3/13/2002,Staff,Customer Service
212703,Kien,Bennis,1/2/1965,1/6/1993,3/14/1998,Engineer,Development
212361,Claudi,Stanfel,1/16/1965,1/7/1996,1/1/9999,Engineer,Quality Management
212154,Sailaja,Holburn,1/17/1965,3/4/1991,1/1/9999,Staff,Customer Service
212131,Debatosh,Rajala,1/21/1965,1/19/1994,4/22/1994,Staff,Marketing
212093,Leni,Henders,1/11/1965,11/19/1993,1/1/9999,Senior Staff,Human Resources
212074,Tomokazu,Byoun,1/11/1965,7/30/1996,4/8/2002,Engineer,Production
211967,Anwar,Bain,1/7/1965,1/22/1989,1/1/9999,Senior Engineer,Development
211879,Gao,Ranze,1/12/1965,11/24/1994,1/1/9999,Senior Engineer,Development
211858,Domenico,Ratnaker,1/8/1965,3/24/1985,1/1/9999,Engineer,Production
211569,Zhonghua,Snyers,2/1/1965,10/8/1988,4/23/1989,Staff,Human Resources
210786,Werner,Ranze,1/31/1965,6/5/1998,1/1/9999,Staff,Human Resources
210752,Saniya,Stenning,1/25/1965,12/10/1986,1/1/9999,Senior Staff,Marketing
210610,Arco,Crouzet,1/23/1965,9/3/1994,9/30/2000,Engineer,Development
210529,Adam,Besancenot,1/29/1965,9/27/1990,2/4/1995,Senior Staff,Sales
210449,Gino,Lagarias,1/19/1965,6/22/1997,1/1/9999,Engineer,Production
210292,Lihong,Zeilberger,1/18/1965,4/28/1996,1/1/9999,Staff,Human Resources
210017,Shalesh,Lovengreen,1/28/1965,9/29/1990,1/1/9999,Staff,Human Resources
209945,Roded,Veevers,1/27/1965,10/23/1990,1/8/1996,Engineer,Development
209712,Nimmagadda,Baak,1/17/1965,10/30/1987,1/1/9999,Engineer,Development
